id	title	description	link	image_link	availability	price	brand	condition	quantity	shipping_label	shipping_weight	product_type	custom_label_1	product_highlights	product_details	mpn	google_product_category	custom_label_0	custom_label_2	custom_label_3	additional_image_link
PR-58BP-FAS	FAS Quick Change Hub	The FAS Quick Change Hub is a superior pulley hub system featuring an internal ½″ hex drive and 12-point fasteners for easy installation and rapid pulley ring swaps.	https://www.fasmotorsports.com/shop/quick-change-hub	https://cdn.sanity.io/images/r4og35qd/production/bf6511e11dfec479d71c025e33ba920918e61901-800x800.webp	in stock	100.00 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Tools & Accessories > Pulleys	Tools & Accessories	The FAS Quick Change Hub is a superior pulley hub system featuring an internal ½″ hex drive and 12-point fasteners for easy installation and rapid pul | Type: Pulley Hub System | Material: Billet Construction | Drive: ½″ Internal Hex | Fasteners: 12-Point | Compat: Hellcat, Demon (FAS pulley rings)	section_name:Specifications; attribute_name:Design; attribute_value:Quick change hub system | section_name:Specifications; attribute_name:Material; attribute_value:High-strength billet construction | section_name:Specifications; attribute_name:Fasteners; attribute_value:12-point hardware included | section_name:Specifications; attribute_name:Drive; attribute_value:½″ internal hex for installation/removal | section_name:Specifications; attribute_name:: FAS pulley rings (Hellcat/Demon platforms); attribute_value:FAS pulley rings (Hellcat/Demon platforms) | section_name:Specifications; attribute_name:Performance Benefit; attribute_value:Simplifies pulley swaps | section_name:Performance Profile; attribute_name:Type; attribute_value:Pulley Hub System | section_name:Performance Profile; attribute_name:Material; attribute_value:Billet Construction | section_name:Performance Profile; attribute_name:Drive; attribute_value:½″ Internal Hex | section_name:Performance Profile; attribute_name:Fasteners; attribute_value:12-Point	FAS-PR-056BD	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/122317b4fb22901453c884428e740262e6bc55a8-800x555.webp,https://cdn.sanity.io/images/r4og35qd/production/ece3f0941d3e92ff0caff6921b82cfdaa2c1e1f8-625x800.webp
UNI-2CEB-FAS	FAS 2.4L Hellcat Billet Bearing Plate	Enhance your Hellcat with the exclusive FAS Motorsports CNC Machine Billet Bearing Plate, crafted for precision and durability, available only through FAS Motorsports. 2+PSI average gain with swapping to our billet bearing plate - 50-100whp	https://www.fasmotorsports.com/shop/2-4l-hellcat-billet-bearing-plate	https://cdn.sanity.io/images/r4og35qd/production/ee6d3f0a481e9723f9de2605c80defb0c3d26486-800x800.png	in stock	899.99 USD	F.A.S. Motorsports	new	30	performance_parts	3.00 lb	physical > Billet Parts	Billet Parts	Enhance your Hellcat with the exclusive FAS Motorsports CNC Machine Billet Bearing Plate, crafted for precision and durability, available only through | 2+PSI average gain with swapping to our billet bearing plate - 50-100whp | Material: Billet | Installation service required; shipping not available.	section_name:Specifications; attribute_name:Material; attribute_value:Billet | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Billet Parts | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Billet Parts	FAS-PR-058ZZ	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/62c997362bd3e550bb31f394077c53b0eddfc498-800x800.png
PR-8APC-FAS	FAS Crank Pin Kit – Dodge Hellcat Platform (Charger)	Engineered for high-power Hellcat builds, this crank pin kit prevents pulley slip and ensures reliable performance under extreme boost. A must-have upgrade for any Charger Hellcat running hard.	https://www.fasmotorsports.com/shop/crank-pin-kit-all-hellcat-platform-vehciles	https://cdn.sanity.io/images/r4og35qd/production/2a139ac0059c28da4e3769ea449e4a14181b79a2-800x800.png	in stock	125.00 USD	F.A.S. Motorsports	new	30	performance_parts	2.00 lb	physical > Tools & Accessories	Tools & Accessories	Engineered for high-power Hellcat builds, this crank pin kit prevents pulley slip and ensures reliable performance under extreme boost. | A must-have upgrade for any Charger Hellcat running hard. | Installation service required; shipping not available.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Tools & Accessories | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Tools & Accessories	FAS-HC-0596S	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
PR-C8BP-FAS	FAS Raptor R High Performance Drop In Air Filter	Upgrade your Ford Raptor R with a high-flow drop-in air filter. This direct replacement unit improves airflow and efficiency without requiring modifications.	https://www.fasmotorsports.com/shop/raptor-r-high-performance-drop-in-air-filter	https://cdn.sanity.io/images/r4og35qd/production/e4ad735fd5f1e072a36d326d82c9f47392b32c0f-800x800.webp	in stock	149.99 USD	F.A.S. Motorsports	new	30	performance_parts	5.00 lb	physical > Tools & Accessories	Tools & Accessories	Upgrade your Ford Raptor R with a high-flow drop-in air filter. | This direct replacement unit improves airflow and efficiency without requiring modifications. | Installation service required; shipping not available.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Tools & Accessories | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Tools & Accessories	FAS-UNI-061Z2	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/4c65cc5d127d41c5201766ca8e8e21b17c058d44-800x800.webp
TRX-TXCR-FAS	Hellcat Upper Pulley Ring | Billet Aluminum	FAS Motorsports billet aluminum upper pulley rings are engineered for Hellcat and Demon platforms. Available in multiple sizes to suit your build goals.	https://www.fasmotorsports.com/shop/upper-pulley-ring-only	https://cdn.sanity.io/images/r4og35qd/production/8b328b9ba37dbf894391a15463b4fb091d34fa67-1000x1000.png	in stock	124.99 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Billet Parts > Pulleys	Billet Parts	FAS Motorsports billet aluminum upper pulley rings are engineered for Hellcat and Demon platforms. | Available in multiple sizes to suit your build goals. | Type: Upper Supercharger Pulley Ring | Material: Billet Aluminum | Compatability: Hellcat, Demon (supercharged) | Sizes: 2.40"–3.10"	section_name:Specifications; attribute_name:Material; attribute_value:Billet aluminum | section_name:Specifications; attribute_name:Finish; attribute_value:Grip-coated for belt traction | section_name:Specifications; attribute_name:Sizes Available; attribute_value:2.40" – 3.10" | section_name:Specifications; attribute_name:Compatibility; attribute_value:Hellcat & Demon superchargers | section_name:Specifications; attribute_name:Lead Time; attribute_value:2 weeks | section_name:Performance Profile; attribute_name:Type; attribute_value:Upper Supercharger Pulley Ring | section_name:Performance Profile; attribute_name:Material; attribute_value:Billet Aluminum | section_name:Performance Profile; attribute_name:Compatability; attribute_value:Hellcat, Demon (supercharged) | section_name:Performance Profile; attribute_name:Sizes; attribute_value:2.40"–3.10" | section_name:Performance Profile; attribute_name:Benefit; attribute_value:Increased Boost / Reduced Slip	FAS-PR-0620T	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
PR-4L41-FAS	FAS Supercharger Shipping Box	Supercharger box and Snout box made for shipping Hellcat Superchargers safely!	https://www.fasmotorsports.com/shop/supercharger-shipping-box	https://cdn.sanity.io/images/r4og35qd/production/80a835bb9fea0a468178b39222231993a80b1f3f-800x800.webp	in stock	125.00 USD	F.A.S. Motorsports	new	30	performance_parts	10.00 lb	physical > Supercharger Components > Tools & Accessories	Supercharger Components	Supercharger box and Snout box made for shipping Hellcat Superchargers safely! | Includes: Supercharger Shipping Box, Thick Foam, Shipping Instructions | Installation service required; shipping not available.	section_name:Included Components; attribute_name:Package includes; attribute_value:Supercharger Shipping Box; Thick Foam; Shipping Instructions | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Supercharger Components, Tools & Accessories | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Supercharger Components > Tools & Accessories | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Supercharger Components	FAS-UNI-0635I	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
PR-IYRS-FAS	FAS 180° Hellcat Thermostat	The FAS 180° Hellcat Thermostat helps control heat soak and maintain consistent performance by lowering operating temps in high-performance conditions.	https://www.fasmotorsports.com/shop/180-hellcat-thermostat	https://cdn.sanity.io/images/r4og35qd/production/7c08ec27b419dabf01f4514482e96aee1934fb99-800x800.png	in stock	49.99 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Tools & Accessories	Tools & Accessories	The FAS 180° Hellcat Thermostat helps control heat soak and maintain consistent performance by lowering operating temps in high-performance conditions | Type: Cooling Upgrade | Operating Temp: 180°F | Compatibility: Charger Hellcat, Challenger Hellcat/Demon/Redeye, Jeep Trackhawk, Dodge Durango Hellcat, RAM TRX | Install: DIY or Professional | Benefit: Reduces Heat Soak	section_name:Specifications; attribute_name:Opening Temperature; attribute_value:180°F | section_name:Specifications; attribute_name:Design; attribute_value:Direct OEM-style replacement | section_name:Specifications; attribute_name:Compatibility; attribute_value:All Hellcat-powered vehicles | section_name:Specifications; attribute_name:Install Time; attribute_value:~30 minutes | section_name:Specifications; attribute_name:Purpose; attribute_value:Reduce operating temps & heat soak | section_name:Performance Profile; attribute_name:Type; attribute_value:Cooling Upgrade | section_name:Performance Profile; attribute_name:Operating Temp; attribute_value:180°F | section_name:Performance Profile; attribute_name:Compatibility; attribute_value:Charger Hellcat, Challenger Hellcat/Demon/Redeye, Jeep Trackhawk, Dodge Durango Hellcat, RAM TRX | section_name:Performance Profile; attribute_name:Install; attribute_value:DIY or Professional | section_name:Performance Profile; attribute_name:Benefit; attribute_value:Reduces Heat Soak	FAS-HC-064ZP	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	
HC-CK0W-FAS	2.7L DOMINATOR Race Porting Package	Serious about racing? The FAS 2.7L Redeye/Demon “DOMINATOR” Race Porting Package is engineered for maximum airflow and real-world performance. Hand-finished and precisely CNC-matched, this package boosts your engine’s potential for the track or the street—trusted by drivers who demand results.	https://www.fasmotorsports.com/shop/dominator-2-7l-supercharger-package	https://cdn.sanity.io/images/r4og35qd/production/2e083ae06c9eaeaf4d1497677a74c5d726596523-1000x1000.png	in stock	2175.00 USD	F.A.S. Motorsports	new	30	performance_parts	1.00 lb	physical > Supercharger Packages > Porting > Install & Service	Supercharger Packages	Serious about racing? | The FAS 2.7L Redeye/Demon “DOMINATOR” Race Porting Package is engineered for maximum airflow and real-world performance. | Hand-finished and precisely CNC-matched, this package boosts your engine’s potential for the track or the street—trusted by drivers who demand results	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Supercharger Packages, Porting, Install & Service | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Supercharger Packages > Porting > Install & Service | section_name:Fitment & Category; attribute_name:Tags; attribute_value:Supercharger Service, Race Ported Supercharger	HC-CK0W	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	ships_available	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/c63567325013bc043f3b9a2d0f05558fe078113a-800x800.webp,https://cdn.sanity.io/images/r4og35qd/production/eae27a0f70d20daea3e6fcbc6ff9e9b212777911-800x800.webp,https://cdn.sanity.io/images/r4og35qd/production/f20f25558a8130903d10292d3c4a0a479f966eed-800x800.webp
PR-EOZJ-FAS	Billet Bearing Plate | 2.4L IHI Hellcat | Installed — Installation Service — Vehicle Not Included	Upgrade the durability and precision of your 2.4L IHI Hellcat supercharger with our CNC-machined billet bearing plate—installed by FAS Motorsports for race-grade reliability. Professional installation service only. Vehicle not included.	https://www.fasmotorsports.com/shop/2-4l-hellcat-billet-bearing-plate-with-install	https://cdn.sanity.io/images/r4og35qd/production/ee6d3f0a481e9723f9de2605c80defb0c3d26486-800x800.png	in stock	1300.00 USD	F.A.S. Motorsports	new	30	install_only	30.00 lb	physical > Billet Parts > Performance Upgrades	Billet Parts	Upgrade the durability and precision of your 2.4L IHI Hellcat supercharger with our CNC-machined billet bearing plate—installed by FAS Motorsports for | Intended Use: Street / Track | Horsepower Range Supported: 700–1200+ whp | Application: IHI 2.4L supercharger (Hellcat platform) | Material: 6061-T6 billet aluminum (CNC-machined) | Finish: Polished	section_name:Specifications; attribute_name:Application; attribute_value:IHI 2.4L supercharger (Hellcat platform) | section_name:Specifications; attribute_name:Material; attribute_value:6061-T6 billet aluminum (CNC-machined) | section_name:Specifications; attribute_name:Finish; attribute_value:Polished | section_name:Specifications; attribute_name:Bearing Type; attribute_value:High-speed, heat-rated (OEM-quality or better) | section_name:Specifications; attribute_name:Approx. Plate Thickness:; attribute_value:0.375–0.500 in (varies by revision) | section_name:Performance Profile; attribute_name:Intended Use; attribute_value:Street / Track | section_name:Performance Profile; attribute_name:Horsepower Range Supported; attribute_value:700–1200+ whp | section_name:Included Components; attribute_name:Package includes; attribute_value:FAS Billet Bearing Plate (CNC-machined); High-speed bearings (inner/outer); New seals, coupler, and hardware (as required); Professional installation & torque-spec reassembly; Shaft, pulley, and rotor alignment checks | section_name:Fitment & Category; attribute_name:Categories; attribute_value:Billet Parts, Performance Upgrades | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Billet Parts > Performance Upgrades	FAS-PR-0672R	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	install_service	install_only	ads_redirect_disabled	https://cdn.sanity.io/images/r4og35qd/production/62c997362bd3e550bb31f394077c53b0eddfc498-800x800.png
TRX-HSHC-FAS	Hemi Intake Manifold Porting (6.4L / 6.1L / 5.7L)	Give your HEMI the airflow it deserves—FAS Motorsports porting transforms your factory intake into a performance piece built for the street, strip, or track.	https://www.fasmotorsports.com/shop/hemi-intake-manifold-porting-6-4l-6-1l-5-7l	https://cdn.sanity.io/images/r4og35qd/production/99f4e3037c438fcd019047e0f72359d3833b16cb-1000x1000.png	in stock	449.99 USD	F.A.S. Motorsports	new	30	performance_parts	25.00 lb	physical > Porting	Porting	Give your HEMI the airflow it deserves—FAS Motorsports porting transforms your factory intake into a performance piece built for the street, strip, or | Installation service required; shipping not available.	section_name:Fitment & Category; attribute_name:Categories; attribute_value:Porting | section_name:Product Type; attribute_name:Hierarchy; attribute_value:physical > Porting	FAS-UNI-068QM	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts	performance_product	install_only	ads_redirect_disabled	
